State,County,Metal Level,Issuer Name,Plan ID (standard component),Plan Marketing Name,Plan Type,Premium Child,Standard Plan Cost Sharing,Medical Deductible-individual-standard,Medical Deductible-family-standard,Medical Maximum Out Of Pocket - individual - standard
NM,SAN JUAN,Bronze,Presbyterian Health Plan,57173NM0140001,Individual Bronze Plan A,HMO, 113.47 ,,"2,500","5,000","6,350"
NM,SAN JUAN,Bronze,Presbyterian Health Plan,57173NM0140002,Individual Bronze Plan B,HMO, 112.62 ,,"4,000","8,000","6,350"
NM,SAN JUAN,Bronze,Presbyterian Health Plan,57173NM0140003,Individual Bronze Plan C,HMO, 106.85 ,,"6,350","12,700","6,350"
NM,SAN JUAN,Catastrophic,Presbyterian Health Plan,57173NM0150001,Individual Catastrophic Plan,HMO, 76.58 ,,"6,350","12,700","6,350"
NM,SAN JUAN,Gold,Blue Cross Blue Shield of New Mexico,75605NM0330001,Blue PPO Gold 001,PPO, 182.58 ,,"3,250","9,750","3,250"
NM,SAN JUAN,Gold,Blue Cross Blue Shield of New Mexico,75605NM0330002,Blue PPO Gold 002,PPO, 185.39 ,,"1,500","4,500","3,500"
NM,SAN JUAN,Silver,Blue Cross Blue Shield of New Mexico,75605NM0330003,Blue PPO Silver 003,PPO, 153.93 ,,"6,000","12,700","6,000"
NM,SAN JUAN,Silver,Blue Cross Blue Shield of New Mexico,75605NM0330004,Blue PPO Silver 004,PPO, 157.87 ,,"3,000","9,000","6,350"
NM,SAN JUAN,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0330005,Blue PPO Bronze 005,PPO, 125.32 ,,"5,000","12,700","6,250"
NM,SAN JUAN,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0330006,Blue PPO Bronze 006,PPO, 124.59 ,,"6,000","12,700","6,000"
NM,SAN JUAN,Catastrophic,Blue Cross Blue Shield of New Mexico,75605NM0330010,Blue Security PPO 010,PPO, 124.99 ,,"6,350","12,700","6,350"
NM,SAN JUAN,Gold,Blue Cross Blue Shield of New Mexico,75605NM0350001,"BCBS Premier 1, MSP 1,000/2,750",PPO, 190.71 ,,"1,000","3,000","2,750"
NM,SAN JUAN,Gold,Blue Cross Blue Shield of New Mexico,75605NM0350002,"BCBS Premier 2, MSP 500/4,000",PPO, 188.61 ,,500,"1,500","4,000"
NM,SAN JUAN,Silver,Blue Cross Blue Shield of New Mexico,75605NM0350003,"BCBS Solution 3, MSP 4,500/6,350",PPO, 154.75 ,,"4,500","12,700","6,350"
NM,SAN JUAN,Silver,Blue Cross Blue Shield of New Mexico,75605NM0350004,"BCBS Solution 4, MSP 6,250/6,250",PPO, 150.59 ,,"6,250","12,700","6,250"
NM,SAN JUAN,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0350005,"BCBS Basic 5, MSP 3,750/6,250",PPO, 128.27 ,,"3,750","11,250","6,250"
NM,SAN JUAN,Gold,Blue Cross Blue Shield of New Mexico,75605NM0390001,Blue Community Gold HMO 001,HMO, 156.73 ,,"3,250","9,750","3,250"
NM,SAN JUAN,Gold,Blue Cross Blue Shield of New Mexico,75605NM0390002,Blue Community Gold HMO 002,HMO, 159.65 ,,"1,500","4,500","3,500"
NM,SAN JUAN,Silver,Blue Cross Blue Shield of New Mexico,75605NM0390003,Blue Community Silver HMO 003,HMO, 129.97 ,,"6,000","12,700","6,000"
NM,SAN JUAN,Silver,Blue Cross Blue Shield of New Mexico,75605NM0390004,Blue Community Silver HMO 004,HMO, 134.00 ,,"3,000","9,000","6,350"
NM,SAN JUAN,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0390005,Blue Community Bronze HMO 005,HMO, 106.65 ,,"5,000","12,700","6,250"
NM,SAN JUAN,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0390006,Blue Community Bronze HMO 006,HMO, 106.20 ,,"6,000","12,700","6,000"
NM,SAN JUAN,Gold,New Mexico Health Connections,93091NM0010001,Care Connect Gold 750 HMO,HMO, 146.86 ,,750,"1,500","6,000"
NM,SAN JUAN,Silver,New Mexico Health Connections,93091NM0010002,"Care Connect Silver 2,000 HMO",HMO, 139.66 ,,"2,000","4,000","6,350"
NM,SAN JUAN,Bronze,New Mexico Health Connections,93091NM0010006,Care Connect Bronze HMO,HMO, 103.69 ,,"2,500","5,000","6,350"
NM,SAN JUAN,Catastrophic,New Mexico Health Connections,93091NM0010007,Care Connect Catastrophic HMO,HMO, 92.25 ,,"6,350","12,700","6,350"
NM,SAN JUAN,Gold,New Mexico Health Connections,93091NM0030001,Choice Connect Gold  500 PPO,PPO, 172.60 ,,500,"1,000","5,000"
NM,SAN JUAN,Silver,New Mexico Health Connections,93091NM0030002,"Choice Connect Silver 2,000 PPO",PPO, 154.61 ,,"2,000","4,000","6,350"
NM,SAN MIGUEL,Gold,"Molina Health Care of New Mexico, Inc.",19722NM0010001,Molina Marketplace Gold Plan,HMO, 161.42 ,,250,500,"6,350"
NM,SAN MIGUEL,Silver,"Molina Health Care of New Mexico, Inc.",19722NM0010002,Molina Marketplace Silver Plan,HMO, 143.80 ,,"1,700","3,400","6,350"
NM,SAN MIGUEL,Bronze,"Molina Health Care of New Mexico, Inc.",19722NM0010003,Molina Marketplace Bronze Plan,HMO, 126.50 ,,"4,000","8,000","6,350"
NM,SAN MIGUEL,Gold,Presbyterian Health Plan,57173NM0120001,Individual Gold Plan A,HMO, 173.49 ,,0,0,"6,350"
NM,SAN MIGUEL,Gold,Presbyterian Health Plan,57173NM0120002,Individual Gold Plan B,HMO, 182.59 ,,250,500,"6,350"
NM,SAN MIGUEL,Gold,Presbyterian Health Plan,57173NM0120003,Individual Gold Plan C,HMO, 171.14 ,,"1,000","2,000","6,350"
NM,SAN MIGUEL,Silver,Presbyterian Health Plan,57173NM0130001,Individual Silver Plan A,HMO, 148.07 ,,250,500,"6,350"
NM,SAN MIGUEL,Silver,Presbyterian Health Plan,57173NM0130005,Individual Silver Plan B,HMO, 149.84 ,,"1,300","2,600","6,350"
NM,SAN MIGUEL,Silver,Presbyterian Health Plan,57173NM0130009,Individual Silver Plan C,HMO, 140.29 ,,"2,500","5,000","6,350"
NM,SAN MIGUEL,Silver,Presbyterian Health Plan,57173NM0130013,Individual Silver Plan D,HMO, 131.47 ,,"5,000","10,000","6,350"
NM,SAN MIGUEL,Bronze,Presbyterian Health Plan,57173NM0140001,Individual Bronze Plan A,HMO, 118.40 ,,"2,500","5,000","6,350"
NM,SAN MIGUEL,Bronze,Presbyterian Health Plan,57173NM0140002,Individual Bronze Plan B,HMO, 117.52 ,,"4,000","8,000","6,350"
NM,SAN MIGUEL,Bronze,Presbyterian Health Plan,57173NM0140003,Individual Bronze Plan C,HMO, 111.50 ,,"6,350","12,700","6,350"
NM,SAN MIGUEL,Catastrophic,Presbyterian Health Plan,57173NM0150001,Individual Catastrophic Plan,HMO, 79.91 ,,"6,350","12,700","6,350"
NM,SAN MIGUEL,Gold,Blue Cross Blue Shield of New Mexico,75605NM0330001,Blue PPO Gold 001,PPO, 178.04 ,,"3,250","9,750","3,250"
NM,SAN MIGUEL,Gold,Blue Cross Blue Shield of New Mexico,75605NM0330002,Blue PPO Gold 002,PPO, 180.78 ,,"1,500","4,500","3,500"
NM,SAN MIGUEL,Silver,Blue Cross Blue Shield of New Mexico,75605NM0330003,Blue PPO Silver 003,PPO, 150.10 ,,"6,000","12,700","6,000"
NM,SAN MIGUEL,Silver,Blue Cross Blue Shield of New Mexico,75605NM0330004,Blue PPO Silver 004,PPO, 153.94 ,,"3,000","9,000","6,350"
NM,SAN MIGUEL,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0330005,Blue PPO Bronze 005,PPO, 122.20 ,,"5,000","12,700","6,250"
NM,SAN MIGUEL,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0330006,Blue PPO Bronze 006,PPO, 121.49 ,,"6,000","12,700","6,000"
NM,SAN MIGUEL,Catastrophic,Blue Cross Blue Shield of New Mexico,75605NM0330010,Blue Security PPO 010,PPO, 121.88 ,,"6,350","12,700","6,350"
NM,SAN MIGUEL,Gold,Blue Cross Blue Shield of New Mexico,75605NM0350001,"BCBS Premier 1, MSP 1,000/2,750",PPO, 185.96 ,,"1,000","3,000","2,750"
NM,SAN MIGUEL,Gold,Blue Cross Blue Shield of New Mexico,75605NM0350002,"BCBS Premier 2, MSP 500/4,000",PPO, 183.92 ,,500,"1,500","4,000"
NM,SAN MIGUEL,Silver,Blue Cross Blue Shield of New Mexico,75605NM0350003,"BCBS Solution 3, MSP 4,500/6,350",PPO, 150.90 ,,"4,500","12,700","6,350"
NM,SAN MIGUEL,Silver,Blue Cross Blue Shield of New Mexico,75605NM0350004,"BCBS Solution 4, MSP 6,250/6,250",PPO, 146.84 ,,"6,250","12,700","6,250"
NM,SAN MIGUEL,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0350005,"BCBS Basic 5, MSP 3,750/6,250",PPO, 125.08 ,,"3,750","11,250","6,250"
NM,SAN MIGUEL,Gold,Blue Cross Blue Shield of New Mexico,75605NM0390001,Blue Community Gold HMO 001,HMO, 156.60 ,,"3,250","9,750","3,250"
NM,SAN MIGUEL,Gold,Blue Cross Blue Shield of New Mexico,75605NM0390002,Blue Community Gold HMO 002,HMO, 159.52 ,,"1,500","4,500","3,500"
NM,SAN MIGUEL,Silver,Blue Cross Blue Shield of New Mexico,75605NM0390003,Blue Community Silver HMO 003,HMO, 129.86 ,,"6,000","12,700","6,000"
NM,SAN MIGUEL,Silver,Blue Cross Blue Shield of New Mexico,75605NM0390004,Blue Community Silver HMO 004,HMO, 133.89 ,,"3,000","9,000","6,350"
NM,SAN MIGUEL,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0390005,Blue Community Bronze HMO 005,HMO, 106.56 ,,"5,000","12,700","6,250"
NM,SAN MIGUEL,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0390006,Blue Community Bronze HMO 006,HMO, 106.12 ,,"6,000","12,700","6,000"
NM,SAN MIGUEL,Gold,New Mexico Health Connections,93091NM0010001,Care Connect Gold 750 HMO,HMO, 138.87 ,,750,"1,500","6,000"
NM,SAN MIGUEL,Silver,New Mexico Health Connections,93091NM0010002,"Care Connect Silver 2,000 HMO",HMO, 132.07 ,,"2,000","4,000","6,350"
NM,SAN MIGUEL,Bronze,New Mexico Health Connections,93091NM0010006,Care Connect Bronze HMO,HMO, 98.05 ,,"2,500","5,000","6,350"
NM,SAN MIGUEL,Catastrophic,New Mexico Health Connections,93091NM0010007,Care Connect Catastrophic HMO,HMO, 87.23 ,,"6,350","12,700","6,350"
NM,SAN MIGUEL,Gold,New Mexico Health Connections,93091NM0030001,Choice Connect Gold  500 PPO,PPO, 163.21 ,,500,"1,000","5,000"
NM,SAN MIGUEL,Silver,New Mexico Health Connections,93091NM0030002,"Choice Connect Silver 2,000 PPO",PPO, 146.20 ,,"2,000","4,000","6,350"
NM,SANDOVAL,Gold,"Molina Health Care of New Mexico, Inc.",19722NM0010001,Molina Marketplace Gold Plan,HMO, 118.42 ,,250,500,"6,350"
NM,SANDOVAL,Silver,"Molina Health Care of New Mexico, Inc.",19722NM0010002,Molina Marketplace Silver Plan,HMO, 105.50 ,,"1,700","3,400","6,350"
NM,SANDOVAL,Bronze,"Molina Health Care of New Mexico, Inc.",19722NM0010003,Molina Marketplace Bronze Plan,HMO, 92.81 ,,"4,000","8,000","6,350"
NM,SANDOVAL,Gold,Presbyterian Health Plan,57173NM0120001,Individual Gold Plan A,HMO, 144.57 ,,0,0,"6,350"
NM,SANDOVAL,Gold,Presbyterian Health Plan,57173NM0120002,Individual Gold Plan B,HMO, 152.16 ,,250,500,"6,350"
NM,SANDOVAL,Gold,Presbyterian Health Plan,57173NM0120003,Individual Gold Plan C,HMO, 142.61 ,,"1,000","2,000","6,350"
NM,SANDOVAL,Silver,Presbyterian Health Plan,57173NM0130001,Individual Silver Plan A,HMO, 123.39 ,,250,500,"6,350"
NM,SANDOVAL,Silver,Presbyterian Health Plan,57173NM0130005,Individual Silver Plan B,HMO, 124.86 ,,"1,300","2,600","6,350"
NM,SANDOVAL,Silver,Presbyterian Health Plan,57173NM0130009,Individual Silver Plan C,HMO, 116.91 ,,"2,500","5,000","6,350"
NM,SANDOVAL,Silver,Presbyterian Health Plan,57173NM0130013,Individual Silver Plan D,HMO, 109.56 ,,"5,000","10,000","6,350"
NM,SANDOVAL,Bronze,Presbyterian Health Plan,57173NM0140001,Individual Bronze Plan A,HMO, 98.67 ,,"2,500","5,000","6,350"
NM,SANDOVAL,Bronze,Presbyterian Health Plan,57173NM0140002,Individual Bronze Plan B,HMO, 97.93 ,,"4,000","8,000","6,350"
NM,SANDOVAL,Bronze,Presbyterian Health Plan,57173NM0140003,Individual Bronze Plan C,HMO, 92.91 ,,"6,350","12,700","6,350"
NM,SANDOVAL,Catastrophic,Presbyterian Health Plan,57173NM0150001,Individual Catastrophic Plan,HMO, 66.59 ,,"6,350","12,700","6,350"
NM,SANDOVAL,Gold,Blue Cross Blue Shield of New Mexico,75605NM0330001,Blue PPO Gold 001,PPO, 151.39 ,,"3,250","9,750","3,250"
NM,SANDOVAL,Gold,Blue Cross Blue Shield of New Mexico,75605NM0330002,Blue PPO Gold 002,PPO, 153.72 ,,"1,500","4,500","3,500"
NM,SANDOVAL,Silver,Blue Cross Blue Shield of New Mexico,75605NM0330003,Blue PPO Silver 003,PPO, 127.64 ,,"6,000","12,700","6,000"
NM,SANDOVAL,Silver,Blue Cross Blue Shield of New Mexico,75605NM0330004,Blue PPO Silver 004,PPO, 130.90 ,,"3,000","9,000","6,350"
NM,SANDOVAL,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0330005,Blue PPO Bronze 005,PPO, 103.91 ,,"5,000","12,700","6,250"
NM,SANDOVAL,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0330006,Blue PPO Bronze 006,PPO, 103.31 ,,"6,000","12,700","6,000"
NM,SANDOVAL,Catastrophic,Blue Cross Blue Shield of New Mexico,75605NM0330010,Blue Security PPO 010,PPO, 103.64 ,,"6,350","12,700","6,350"
NM,SANDOVAL,Gold,Blue Cross Blue Shield of New Mexico,75605NM0350001,"BCBS Premier 1, MSP 1,000/2,750",PPO, 158.13 ,,"1,000","3,000","2,750"
NM,SANDOVAL,Gold,Blue Cross Blue Shield of New Mexico,75605NM0350002,"BCBS Premier 2, MSP 500/4,000",PPO, 156.39 ,,500,"1,500","4,000"
NM,SANDOVAL,Silver,Blue Cross Blue Shield of New Mexico,75605NM0350003,"BCBS Solution 3, MSP 4,500/6,350",PPO, 128.32 ,,"4,500","12,700","6,350"
NM,SANDOVAL,Silver,Blue Cross Blue Shield of New Mexico,75605NM0350004,"BCBS Solution 4, MSP 6,250/6,250",PPO, 124.86 ,,"6,250","12,700","6,250"
NM,SANDOVAL,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0350005,"BCBS Basic 5, MSP 3,750/6,250",PPO, 106.36 ,,"3,750","11,250","6,250"
NM,SANDOVAL,Gold,Blue Cross Blue Shield of New Mexico,75605NM0370001,Blue Advantage Gold HMO 001,HMO, 126.55 ,,"3,250","9,750","3,250"
NM,SANDOVAL,Gold,Blue Cross Blue Shield of New Mexico,75605NM0370002,Blue Advantage Gold HMO 002,HMO, 128.96 ,,"1,500","4,500","3,500"
NM,SANDOVAL,Silver,Blue Cross Blue Shield of New Mexico,75605NM0370003,Blue Advantage Silver HMO 003,HMO, 106.06 ,,"6,000","12,700","6,000"
NM,SANDOVAL,Silver,Blue Cross Blue Shield of New Mexico,75605NM0370004,Blue Advantage Silver HMO 004,HMO, 108.95 ,,"3,000","9,000","6,350"
NM,SANDOVAL,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0370005,Blue Advantage Bronze HMO 005,HMO, 84.06 ,,"5,000","12,700","6,250"
NM,SANDOVAL,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0370006,Blue Advantage Bronze HMO 006,HMO, 83.65 ,,"6,000","12,700","6,000"
NM,SANDOVAL,Gold,Blue Cross Blue Shield of New Mexico,75605NM0390001,Blue Community Gold HMO 001,HMO, 112.96 ,,"3,250","9,750","3,250"
NM,SANDOVAL,Gold,Blue Cross Blue Shield of New Mexico,75605NM0390002,Blue Community Gold HMO 002,HMO, 115.07 ,,"1,500","4,500","3,500"
NM,SANDOVAL,Silver,Blue Cross Blue Shield of New Mexico,75605NM0390003,Blue Community Silver HMO 003,HMO, 93.67 ,,"6,000","12,700","6,000"
NM,SANDOVAL,Silver,Blue Cross Blue Shield of New Mexico,75605NM0390004,Blue Community Silver HMO 004,HMO, 96.57 ,,"3,000","9,000","6,350"
NM,SANDOVAL,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0390005,Blue Community Bronze HMO 005,HMO, 76.87 ,,"5,000","12,700","6,250"
NM,SANDOVAL,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0390006,Blue Community Bronze HMO 006,HMO, 76.54 ,,"6,000","12,700","6,000"
NM,SANDOVAL,Gold,New Mexico Health Connections,93091NM0010001,Care Connect Gold 750 HMO,HMO, 113.92 ,,750,"1,500","6,000"
NM,SANDOVAL,Silver,New Mexico Health Connections,93091NM0010002,"Care Connect Silver 2,000 HMO",HMO, 108.34 ,,"2,000","4,000","6,350"
NM,SANDOVAL,Bronze,New Mexico Health Connections,93091NM0010006,Care Connect Bronze HMO,HMO, 80.43 ,,"2,500","5,000","6,350"
NM,SANDOVAL,Catastrophic,New Mexico Health Connections,93091NM0010007,Care Connect Catastrophic HMO,HMO, 71.56 ,,"6,350","12,700","6,350"
NM,SANDOVAL,Silver,New Mexico Health Connections,93091NM0020001,"UNM Care Connect 2,000",HMO, 117.43 ,,"2,000","4,000","6,350"
NM,SANDOVAL,Gold,New Mexico Health Connections,93091NM0030001,Choice Connect Gold  500 PPO,PPO, 133.88 ,,500,"1,000","5,000"
NM,SANDOVAL,Silver,New Mexico Health Connections,93091NM0030002,"Choice Connect Silver 2,000 PPO",PPO, 119.93 ,,"2,000","4,000","6,350"
NM,SANTA FE,Gold,"Molina Health Care of New Mexico, Inc.",19722NM0010001,Molina Marketplace Gold Plan,HMO, 144.24 ,,250,500,"6,350"
NM,SANTA FE,Silver,"Molina Health Care of New Mexico, Inc.",19722NM0010002,Molina Marketplace Silver Plan,HMO, 128.50 ,,"1,700","3,400","6,350"
NM,SANTA FE,Bronze,"Molina Health Care of New Mexico, Inc.",19722NM0010003,Molina Marketplace Bronze Plan,HMO, 113.04 ,,"4,000","8,000","6,350"
NM,SANTA FE,Gold,Presbyterian Health Plan,57173NM0120001,Individual Gold Plan A,HMO, 159.03 ,,0,0,"6,350"
NM,SANTA FE,Gold,Presbyterian Health Plan,57173NM0120002,Individual Gold Plan B,HMO, 167.38 ,,250,500,"6,350"
NM,SANTA FE,Gold,Presbyterian Health Plan,57173NM0120003,Individual Gold Plan C,HMO, 156.88 ,,"1,000","2,000","6,350"
NM,SANTA FE,Silver,Presbyterian Health Plan,57173NM0130001,Individual Silver Plan A,HMO, 135.73 ,,250,500,"6,350"
NM,SANTA FE,Silver,Presbyterian Health Plan,57173NM0130005,Individual Silver Plan B,HMO, 137.35 ,,"1,300","2,600","6,350"
NM,SANTA FE,Silver,Presbyterian Health Plan,57173NM0130009,Individual Silver Plan C,HMO, 128.60 ,,"2,500","5,000","6,350"
NM,SANTA FE,Silver,Presbyterian Health Plan,57173NM0130013,Individual Silver Plan D,HMO, 120.52 ,,"5,000","10,000","6,350"
NM,SANTA FE,Bronze,Presbyterian Health Plan,57173NM0140001,Individual Bronze Plan A,HMO, 108.53 ,,"2,500","5,000","6,350"
NM,SANTA FE,Bronze,Presbyterian Health Plan,57173NM0140002,Individual Bronze Plan B,HMO, 107.73 ,,"4,000","8,000","6,350"
NM,SANTA FE,Bronze,Presbyterian Health Plan,57173NM0140003,Individual Bronze Plan C,HMO, 102.20 ,,"6,350","12,700","6,350"
NM,SANTA FE,Catastrophic,Presbyterian Health Plan,57173NM0150001,Individual Catastrophic Plan,HMO, 73.25 ,,"6,350","12,700","6,350"
NM,SANTA FE,Gold,Blue Cross Blue Shield of New Mexico,75605NM0330001,Blue PPO Gold 001,PPO, 161.54 ,,"3,250","9,750","3,250"
NM,SANTA FE,Gold,Blue Cross Blue Shield of New Mexico,75605NM0330002,Blue PPO Gold 002,PPO, 164.02 ,,"1,500","4,500","3,500"
NM,SANTA FE,Silver,Blue Cross Blue Shield of New Mexico,75605NM0330003,Blue PPO Silver 003,PPO, 136.19 ,,"6,000","12,700","6,000"
NM,SANTA FE,Silver,Blue Cross Blue Shield of New Mexico,75605NM0330004,Blue PPO Silver 004,PPO, 139.67 ,,"3,000","9,000","6,350"
NM,SANTA FE,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0330005,Blue PPO Bronze 005,PPO, 110.87 ,,"5,000","12,700","6,250"
NM,SANTA FE,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0330006,Blue PPO Bronze 006,PPO, 110.23 ,,"6,000","12,700","6,000"
NM,SANTA FE,Catastrophic,Blue Cross Blue Shield of New Mexico,75605NM0330010,Blue Security PPO 010,PPO, 110.58 ,,"6,350","12,700","6,350"
NM,SANTA FE,Gold,Blue Cross Blue Shield of New Mexico,75605NM0350001,"BCBS Premier 1, MSP 1,000/2,750",PPO, 168.73 ,,"1,000","3,000","2,750"
NM,SANTA FE,Gold,Blue Cross Blue Shield of New Mexico,75605NM0350002,"BCBS Premier 2, MSP 500/4,000",PPO, 166.87 ,,500,"1,500","4,000"
NM,SANTA FE,Silver,Blue Cross Blue Shield of New Mexico,75605NM0350003,"BCBS Solution 3, MSP 4,500/6,350",PPO, 136.91 ,,"4,500","12,700","6,350"
NM,SANTA FE,Silver,Blue Cross Blue Shield of New Mexico,75605NM0350004,"BCBS Solution 4, MSP 6,250/6,250",PPO, 133.23 ,,"6,250","12,700","6,250"
NM,SANTA FE,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0350005,"BCBS Basic 5, MSP 3,750/6,250",PPO, 113.48 ,,"3,750","11,250","6,250"
NM,SANTA FE,Gold,Blue Cross Blue Shield of New Mexico,75605NM0390001,Blue Community Gold HMO 001,HMO, 129.05 ,,"3,250","9,750","3,250"
NM,SANTA FE,Gold,Blue Cross Blue Shield of New Mexico,75605NM0390002,Blue Community Gold HMO 002,HMO, 131.47 ,,"1,500","4,500","3,500"
NM,SANTA FE,Silver,Blue Cross Blue Shield of New Mexico,75605NM0390003,Blue Community Silver HMO 003,HMO, 107.02 ,,"6,000","12,700","6,000"
NM,SANTA FE,Silver,Blue Cross Blue Shield of New Mexico,75605NM0390004,Blue Community Silver HMO 004,HMO, 110.34 ,,"3,000","9,000","6,350"
NM,SANTA FE,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0390005,Blue Community Bronze HMO 005,HMO, 87.82 ,,"5,000","12,700","6,250"
NM,SANTA FE,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0390006,Blue Community Bronze HMO 006,HMO, 87.45 ,,"6,000","12,700","6,000"
NM,SANTA FE,Gold,New Mexico Health Connections,93091NM0010001,Care Connect Gold 750 HMO,HMO, 122.90 ,,750,"1,500","6,000"
NM,SANTA FE,Silver,New Mexico Health Connections,93091NM0010002,"Care Connect Silver 2,000 HMO",HMO, 116.88 ,,"2,000","4,000","6,350"
NM,SANTA FE,Bronze,New Mexico Health Connections,93091NM0010006,Care Connect Bronze HMO,HMO, 86.78 ,,"2,500","5,000","6,350"
NM,SANTA FE,Catastrophic,New Mexico Health Connections,93091NM0010007,Care Connect Catastrophic HMO,HMO, 77.20 ,,"6,350","12,700","6,350"
NM,SANTA FE,Gold,New Mexico Health Connections,93091NM0030001,Choice Connect Gold  500 PPO,PPO, 144.44 ,,500,"1,000","5,000"
NM,SANTA FE,Silver,New Mexico Health Connections,93091NM0030002,"Choice Connect Silver 2,000 PPO",PPO, 129.39 ,,"2,000","4,000","6,350"
NM,SIERRA,Gold,"Molina Health Care of New Mexico, Inc.",19722NM0010001,Molina Marketplace Gold Plan,HMO, 161.42 ,,250,500,"6,350"
NM,SIERRA,Silver,"Molina Health Care of New Mexico, Inc.",19722NM0010002,Molina Marketplace Silver Plan,HMO, 143.80 ,,"1,700","3,400","6,350"
NM,SIERRA,Bronze,"Molina Health Care of New Mexico, Inc.",19722NM0010003,Molina Marketplace Bronze Plan,HMO, 126.50 ,,"4,000","8,000","6,350"
NM,SIERRA,Gold,Presbyterian Health Plan,57173NM0120001,Individual Gold Plan A,HMO, 173.49 ,,0,0,"6,350"
NM,SIERRA,Gold,Presbyterian Health Plan,57173NM0120002,Individual Gold Plan B,HMO, 182.59 ,,250,500,"6,350"
NM,SIERRA,Gold,Presbyterian Health Plan,57173NM0120003,Individual Gold Plan C,HMO, 171.14 ,,"1,000","2,000","6,350"
NM,SIERRA,Silver,Presbyterian Health Plan,57173NM0130001,Individual Silver Plan A,HMO, 148.07 ,,250,500,"6,350"
NM,SIERRA,Silver,Presbyterian Health Plan,57173NM0130005,Individual Silver Plan B,HMO, 149.84 ,,"1,300","2,600","6,350"
NM,SIERRA,Silver,Presbyterian Health Plan,57173NM0130009,Individual Silver Plan C,HMO, 140.29 ,,"2,500","5,000","6,350"
NM,SIERRA,Silver,Presbyterian Health Plan,57173NM0130013,Individual Silver Plan D,HMO, 131.47 ,,"5,000","10,000","6,350"
NM,SIERRA,Bronze,Presbyterian Health Plan,57173NM0140001,Individual Bronze Plan A,HMO, 118.40 ,,"2,500","5,000","6,350"
NM,SIERRA,Bronze,Presbyterian Health Plan,57173NM0140002,Individual Bronze Plan B,HMO, 117.52 ,,"4,000","8,000","6,350"
NM,SIERRA,Bronze,Presbyterian Health Plan,57173NM0140003,Individual Bronze Plan C,HMO, 111.50 ,,"6,350","12,700","6,350"
NM,SIERRA,Catastrophic,Presbyterian Health Plan,57173NM0150001,Individual Catastrophic Plan,HMO, 79.91 ,,"6,350","12,700","6,350"
NM,SIERRA,Gold,Blue Cross Blue Shield of New Mexico,75605NM0330001,Blue PPO Gold 001,PPO, 178.04 ,,"3,250","9,750","3,250"
NM,SIERRA,Gold,Blue Cross Blue Shield of New Mexico,75605NM0330002,Blue PPO Gold 002,PPO, 180.78 ,,"1,500","4,500","3,500"
NM,SIERRA,Silver,Blue Cross Blue Shield of New Mexico,75605NM0330003,Blue PPO Silver 003,PPO, 150.10 ,,"6,000","12,700","6,000"
NM,SIERRA,Silver,Blue Cross Blue Shield of New Mexico,75605NM0330004,Blue PPO Silver 004,PPO, 153.94 ,,"3,000","9,000","6,350"
NM,SIERRA,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0330005,Blue PPO Bronze 005,PPO, 122.20 ,,"5,000","12,700","6,250"
NM,SIERRA,Bronze,Blue Cross Blue Shield of New Mexico,75605NM0330006,Blue PPO Bronze 006,PPO, 121.49 ,,"6,000","12,700","6,000"
NM,SIERRA,Catastrophic,Blue Cross Blue Shield of New Mexico,75605NM0330010,Blue Security PPO 010,PPO, 121.88 ,,"6,350","12,700","6,350"
NM,SIERRA,Gold,Blue Cross Blue Shield of New Mexico,75605NM0350001,"BCBS Premier 1, MSP 1,000/2,750",PPO, 185.96 ,,"1,000","3,000","2,750"
NM,SIERRA,Gold,Blue Cross Blue Shield of New Mexico,75605NM0350002,"BCBS Premier 2, MSP 500/4,000",PPO, 183.92 ,,500,"1,500","4,000"
NM,SIERRA,Silver,Blue Cross Blue Shield of New Mexico,75605NM0350003,"BCBS Solution 3, MSP 4,500/6,350",PPO, 150.90 ,,"4,500","12,700","6,350"
NM,SIERRA,Silver,Blue Cross Blue Shield of New Mexico,75605NM0350004,"BCBS Solution 4, MSP 6,250/6,250",PPO, 146.84 ,,"6,250","12,700","6,250"
